id,name,serving_size,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,source_dataset,source_file,source_group
root-beer,root beer,dataset serving,202,0,52.3,0,0,52.3,0.068,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
whiskey-sour-mix,whiskey sour mix,dataset serving,26,0.051,6.3,0.072,0,6.3,0.073,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
whiskey-sour,whiskey sour,dataset serving,158,0,13.9,0,0,0,0.067,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
tequila-sunrise,tequila sunrise,dataset serving,232,0.6,23.8,0.2,0,0,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
daiquiri,daiquiri,dataset serving,112,0.035,4.2,0.036,0.001,3.3,0.008,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
pina-colada,pina colada,dataset serving,245,0.6,32,2.7,0.4,31.5,0.089,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
whiskey,whiskey,dataset serving,58,0,0.1,0,0,0.078,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
rum,rum,dataset serving,49,0,0,0,0,0,0.053,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
vodka-smirnoff,vodka smirnoff,dataset serving,13,0,2,0.4,0,0.082,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
coffee-liqueur,coffee liqueur,dataset serving,96,0.041,13.8,0.038,0,13.7,0.093,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
gin,gin,dataset serving,53,0,0,0,0,0,0.029,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
dessert-wine-sweet,dessert wine sweet,dataset serving,165,0.2,14.1,0,0,8,0.047,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
chenin-blanc-white-wine,chenin blanc white wine,dataset serving,118,0.1,4.9,0,0,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
gamay-red-wine,gamay red wine,dataset serving,115,0.1,3.5,0,14.4,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
late-harvest-white-wine,late harvest white wine,dataset serving,172,0.1,20.6,0,13.1,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
gewurztraminer-white-wine,gewurztraminer white wine,dataset serving,119,0.1,3.8,0,0,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
burgundy-red-wine,burgundy red wine,dataset serving,172,0.1,7.4,0,0,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
zinfandel-red-wine,zinfandel red wine,dataset serving,129,0.1,4.2,0,0,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
muller-thurgau-white-wine,muller thurgau white wine,dataset serving,112,0.1,5.2,0,13.3,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
mouvedre-red-wine,mouvedre red wine,dataset serving,129,0.1,3.9,0,16.5,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
table-wine,table wine,dataset serving,123,0.1,4,0,0,1.2,0.087,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
wine-light,wine light,dataset serving,73,0.1,1.7,0,0,1.7,0.046,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
white-wine,white wine,dataset serving,121,0.1,3.8,0,0,1.4,0.098,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
petite-sirah-red-wine,petite sirah red wine,dataset serving,125,0.1,3.9,0,15.7,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
non-alcoholic-wine,non alcoholic wine,dataset serving,2,0.1,0.3,0,0,0.3,0.095,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
pinot-noir-red-wine,pinot noir red wine,dataset serving,121,0.1,3.4,0,0,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
pinot-gris-grigio-white-wine,pinot gris grigio white wine,dataset serving,122,0.1,3,0,0,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
riesling-white-wine,riesling white wine,dataset serving,118,0.1,5.5,0,0,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
barbera-red-wine,barbera red wine,dataset serving,170,0.1,5.6,0,0,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
lemberger-red-wine,lemberger red wine,dataset serving,118,0.1,3.6,0,15,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
merlot-red-wine,merlot red wine,dataset serving,122,0.1,3.7,0,0,0.9,0.011,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
sangiovese-red-wine,sangiovese red wine,dataset serving,126,0.1,3.9,0,0,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
sauvignon-blanc-white-wine,sauvignon blanc white wine,dataset serving,119,0.1,3,0,0,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
syrah-red-wine,syrah red wine,dataset serving,122,0.1,3.8,0,0,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
carignane-red-wine,carignane red wine,dataset serving,370,0.4,12,0,0,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
pinot-blanc-white-wine,pinot blanc white wine,dataset serving,119,0.1,2.9,0,0,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
semillon-white-wine,semillon white wine,dataset serving,121,0.1,4.6,0,14.9,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
dessert-wine-dry,dessert wine dry,dataset serving,760,1,58.4,0,76.5,5.5,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
red-wine,red wine,dataset serving,125,0.1,3.8,0,0,0.9,0.027,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
cabernet-sauvignon-red-wine,cabernet sauvignon red wine,dataset serving,166,0.1,5.2,0,0,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
muscat-white-wine,muscat white wine,dataset serving,123,0.1,7.8,0,0,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
cooking-wine,cooking wine,dataset serving,2,0.028,0.3,0,0,0.09,0.002,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
chardonnay-white-wine,chardonnay white wine,dataset serving,168,0.1,4.3,0,0,1.9,0.027,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
claret-red-wine,claret red wine,dataset serving,122,0.1,4.4,0,15,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
rice-sake,rice sake,dataset serving,197,0.7,7.4,0,0,0,0.046,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
fume-blanc-white-wine,fume blanc white wine,dataset serving,121,0.1,3.3,0,15.4,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
cabarnet-franc-red-wine,cabarnet franc red wine,dataset serving,122,0.1,3.6,0,0,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
chocolate-frosting,chocolate frosting,dataset serving,81,0.2,13,3.6,0.2,11.8,0.025,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
white-sugar,white sugar,dataset serving,19,0,5,0,0,4.9,0.012,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
egg-substitute,egg substitute,dataset serving,115,24,4.8,0,0,4.8,0.5,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
agave-syrup,agave syrup,dataset serving,21,0.025,5.3,0.081,0.01,4.7,0.09,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
splenda-sweetener,splenda sweetener,dataset serving,336,0,91.2,0,0,80.3,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
vanilla-extract,vanilla extract,dataset serving,12,0,0.5,0.069,0,0.5,0.061,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
egg-yolk-dried,egg yolk dried,dataset serving,27,1.3,0.054,2.3,0,0.002,0.071,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
granulated-sugar,granulated sugar,dataset serving,16,0,4.2,0,0,4.2,0.019,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
baking-chocolate,baking chocolate,dataset serving,145,3.7,8.7,15.2,4.8,0.3,0.049,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
bakers-yeast,bakers yeast,dataset serving,18,1.4,3.1,0.3,1.4,0,0.066,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
fondant,fondant,dataset serving,106,0,26.4,0.009,0,25.2,0.022,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
brown-sugar,brown sugar,dataset serving,16,0.024,4.1,0,0,4.1,0.094,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
white-frosting-dry,white frosting dry,dataset serving,768,4.8,196.4,0,0,0,0.5,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
maple-sugar,maple sugar,dataset serving,42,0.036,10.9,0.061,0,10.2,0.031,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
fructose-sweetener,fructose sweetener,dataset serving,15,0,4.2,0,0,3.9,0.013,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
saccharin-sweetener,saccharin sweetener,dataset serving,360,0.9,89.1,0,0,85.2,0.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
egg-white-raw,egg white raw,dataset serving,17,3.6,0.2,0.063,0,0.2,0.038,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
turbinado-sugar,turbinado sugar,dataset serving,18,0,4.6,0,0,4.6,0.008,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
vanilla-frosting,vanilla frosting,dataset serving,1931,0,313.7,75,0,291.5,0.9,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
aspartame-sweetener,aspartame sweetener,dataset serving,365,2.2,89.1,0,0,80.7,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
egg-raw,egg raw,dataset serving,80,7,0.4,5.3,0,0.2,0.08,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
pineapple-topping,pineapple topping,dataset serving,860,0.3,225.8,0.3,1.4,71.4,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
egg-white-dried,egg white dried,dataset serving,26,5.8,0.3,0.087,0,0,0.052,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
egg-yolk-raw,egg yolk raw,dataset serving,55,2.7,0.6,4.5,0,0.08,0.006,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
baking-soda,baking soda,dataset serving,0,0,0,0,0,0,1.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
egg-dried,egg dried,dataset serving,30,2.4,0.047,2.2,0,0.05,0.06,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
strawberry-topping,strawberry topping,dataset serving,53,0.014,13.9,0.096,0.1,5.7,0.099,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
bakers-yeast-dry,bakers yeast dry,dataset serving,13,1.6,1.6,0.3,1.1,0,0.081,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
almond-paste,almond paste,dataset serving,1040,20.4,108.5,63,10.9,82.3,0.051,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
cream-of-tartar,cream of tartar,dataset serving,8,0,1.8,0,0.01,0,0.009,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
popover-dry-mix,popover dry mix,dataset serving,631,17.7,120.7,7.3,0,0,1.5,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
egg-substitute-powder,egg substitute powder,dataset serving,126,15.7,6.2,3.7,0,6.2,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
gelatin-powder,gelatin powder,dataset serving,17,4.3,0,0.086,0,0,0.029,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
tapioca-pearls,tapioca pearls,dataset serving,544,0.3,134.8,0.093,1.4,5.1,0.077,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
baking-powder,baking powder,dataset serving,2,0,1.3,0,0.03,0,0.5,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
egg-boiled,egg boiled,dataset serving,93,7.5,0.7,6.4,0,0.7,0.042,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
millet-flour,millet flour,dataset serving,444,12.8,86.9,5.1,4.2,2,0.056,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
triticale-flour,triticale flour,dataset serving,439,17.1,95.1,2.4,19,0,0.096,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
corn-flour-white,corn flour white,dataset serving,414,9.6,87.3,4.2,7.3,1.8,0.036,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
rice-flour-brown,rice flour brown,dataset serving,574,11.4,120.8,4.4,7.3,1.3,0.039,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
sorghum-flour,sorghum flour,dataset serving,437,9.5,93.7,4,8,2.3,0.023,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
cornmeal-whole-grain,cornmeal whole grain,dataset serving,442,9.9,93.8,4.4,8.9,0.8,0.022,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
cornmeal-white,cornmeal white,dataset serving,581,11.2,124.7,2.7,6.1,2.5,0.094,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
barley-flour,barley flour,dataset serving,511,15.5,110.3,2.4,14.9,1.2,0.062,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
safflower-seed-meal,safflower seed meal,dataset serving,97,10.1,13.8,0.7,0,0,0.006,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
sesame-flour,sesame flour,dataset serving,658,38.5,33.3,46.4,0,0,0.041,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
whole-grain-wheat-flour,whole grain wheat flour,dataset serving,408,15.9,86.4,3,12.8,0.5,0.027,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
corn-flour-yellow,corn flour yellow,dataset serving,422,8.1,89.9,4.5,8.5,0.7,0.04,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
corn-flour-whole-grain,corn flour whole grain,dataset serving,422,8.1,89.9,4.5,8.5,0.7,0.033,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
cottonseed-flour-low-fat,cottonseed flour low fat,dataset serving,94,14.1,10.2,0.4,0,0,0.022,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
sunflower-seed-flour,sunflower seed flour,dataset serving,13,1.9,1.4,0.013,0.2,0,0.073,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
sesame-meal,sesame meal,dataset serving,160,4.8,7.4,13.6,0,0,0.073,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
acorn-flour,acorn flour,dataset serving,626,9.4,68.3,37.7,0,0,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
rice-flour-white,rice flour white,dataset serving,578,9.4,126.6,2.2,3.8,0.2,0,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
sesame-flour-low-fat,sesame flour low fat,dataset serving,94,14.2,10,0.5,0,0,0.072,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
potato-flour,potato flour,dataset serving,571,11,133,0.5,9.4,5.6,0.042,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
cornmeal-yellow,cornmeal yellow,dataset serving,581,11.2,124.7,2.7,6.1,2.5,0.011,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
rye-flour,rye flour,dataset serving,364,10,78.2,1.4,8.2,0.9,0.061,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
arrowroot-flour,arrowroot flour,dataset serving,457,0.4,112.8,0.1,4.4,0,0.002,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
chickpea-flour,chickpea flour,dataset serving,356,20.6,53.2,6.2,9.9,10,0.05,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
wheat-flour,wheat flour,dataset serving,455,12.9,95.4,1.2,3.4,0.3,0.061,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
cornstarch,cornstarch,dataset serving,488,0.3,116.8,0.03,1.2,0,0.093,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
carob-flour,carob flour,dataset serving,13,0.3,5.3,0.061,2.4,2.9,0.033,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
buckwheat-flour,buckwheat flour,dataset serving,402,15.1,84.7,3.7,12,3.1,0.033,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
pecan-pie,pecan pie,dataset serving,503,6,63.7,27.1,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
apple-pie,apple pie,dataset serving,331,3,46.4,15.6,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
vanilla-wafer-pie-crust,vanilla wafer pie crust,dataset serving,935,6.5,88.4,63.7,0.2,12.9,0.9,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
chocolate-pie-crust,chocolate pie crust,dataset serving,881,11.1,117.4,40.8,4.9,47.9,0.9,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
apple-strudel,apple strudel,dataset serving,195,2.3,29.2,8,1.6,18.3,0.02,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
chocolate-snack-cake,chocolate snack cake,dataset serving,200,1.8,30.2,8,1.6,18.9,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
fruit-fried-pie,fruit fried pie,dataset serving,404,3.8,54.5,20.6,3.3,27.4,0.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
pumpkin-pie,pumpkin pie,dataset serving,316,7,40.9,14.4,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
corn-cake,corn cake,dataset serving,35,0.7,7.5,0.2,0.2,2.1,0.01,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
sponge-snack-cake,sponge snack cake,dataset serving,157,1.5,26.9,4.8,0.4,15.7,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
danish-pastry-with-nuts,danish pastry with nuts,dataset serving,280,4.6,29.7,16.4,1.3,16.8,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
chocolate-cream-pie,chocolate cream pie,dataset serving,301,2.6,33.3,19.2,2,0,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
angel-food-cake,angel food cake,dataset serving,72,1.7,16.2,0.2,0.4,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
lemon-meringue-pie,lemon meringue pie,dataset serving,362,4.8,49.7,16.4,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
danish-pastry-with-cinnamon,danish pastry with cinnamon,dataset serving,349,4.8,46.9,16.7,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
cinnamon-coffeecake,cinnamon coffeecake,dataset serving,238,3.9,26.6,13.3,1.1,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
cheesecake,cheesecake,dataset serving,257,4.4,20.4,18,0.3,17.4,0.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
fruitcake,fruitcake,dataset serving,139,1.2,26.5,3.9,1.6,11.8,0.013,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
egg-custard,egg custard,dataset serving,293,14.2,31,12.9,0,31,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
mince-pie,mince pie,dataset serving,477,4.3,79.2,17.8,4.3,46.7,0.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
yellow-cake-with-chocolate-frosting,yellow cake with chocolate frosting,dataset serving,546,4.6,79.7,25.6,2.2,56.5,0.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
danish-pastry-with-fruit,danish pastry with fruit,dataset serving,335,4.8,45.1,15.9,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
white-cake-with-coconut-frosting,white cake with coconut frosting,dataset serving,399,4.9,70.8,11.5,1.1,64.3,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
danish-pastry-with-cheese,danish pastry with cheese,dataset serving,353,5.8,28.7,24.6,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
graham-cracker-pie-crust,graham cracker pie crust,dataset serving,917,9.3,117.7,45.4,3.5,33.2,0.9,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
blueberry-pie,blueberry pie,dataset serving,360,4,49.2,17.5,0,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
yellow-cake-with-vanilla-frosting,yellow cake with vanilla frosting,dataset serving,239,2.2,37.6,9.3,0.2,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
pie-crust,pie crust,dataset serving,121,1.5,10.9,8,0.4,0.045,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
chocolate-cake-with-chocolate-frosting,chocolate cake with chocolate frosting,dataset serving,537,4.8,72.9,27.7,3,55.1,0.5,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
cheese-coffeecake,cheese coffeecake,dataset serving,258,5.3,33.7,11.6,0.8,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
vanilla-cream-pie,vanilla cream pie,dataset serving,350,6,41.1,18.1,0.8,16,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
pineapple-cake,pineapple cake,dataset serving,367,4,58.1,13.9,0.9,0,0.4,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
peach-pie,peach pie,dataset serving,262,2.2,38.5,11.7,0.9,19,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
fruit-coffeecake,fruit coffeecake,dataset serving,156,2.6,25.8,5.1,1.3,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
pound-cake,pound cake,dataset serving,116,1.7,14.6,6,0.2,0,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
pound-cake-bread,pound cake bread,dataset serving,215,3.9,28.2,9.6,0.9,10,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
white-cake,white cake,dataset serving,264,4,42.3,9.2,0.6,26.3,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
coffeecake-with-chocolate-frosting,coffeecake with chocolate frosting,dataset serving,298,4.5,48.4,9.7,1.8,0,0.3,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
popcorn-cake,popcorn cake,dataset serving,38,1,8,0.3,0.3,0.001,0.05,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
banana-cream-pie,banana cream pie,dataset serving,3190,52.2,390.2,161.3,8.3,143,2.8,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
baked-apple-pie-mcdonalds,baked apple pie mcdonalds,dataset serving,91,0.9,12.3,4.4,0.6,4.9,0.076,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
sponge-cake,sponge cake,dataset serving,187,4.6,36.4,2.7,0,0,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
yellow-cake,yellow cake,dataset serving,245,3.6,36,9.9,0.5,0,0.2,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
shortcake,shortcake,dataset serving,98,1.7,13.7,4,0,0,0.1,Kaggle: utsavdey1410/food-nutrition-dataset,FOOD-DATA-GROUP2.csv,2
